year,month,inflation
1982,3,0.06779661016949153
1982,4,0.0650953984287319
1982,5,0.066815144766147
1982,6,0.07064017660044157
1982,7,0.06441048034934505
1982,8,0.05850487540628392
1982,9,0.05042918454935625
1982,10,0.051391862955032085
1982,11,0.045891141942369235
1982,12,0.03829787234042547
1983,1,0.03711558854718982
1983,2,0.03488372093023268
1983,3,0.03597883597883604
1983,4,0.03898840885142243
1983,5,0.03549060542797501
1983,6,0.02577319587628866
1983,7,0.024615384615384674
1983,8,0.025588536335721595
1983,9,0.028600612870275762
1983,10,0.028513238289205673
1983,11,0.03265306122448983
1983,12,0.0379098360655738
1984,1,0.041922290388548146
1984,2,0.045965270684371805
1984,3,0.048008171603677104
1984,4,0.04563894523326572
1984,5,0.04233870967741938
1984,6,0.042211055276381935
1984,7,0.04204204204204193
1984,8,0.042914171656686595
1984,9,0.042701092353525295
1984,10,0.04257425742574254
1984,11,0.0405138339920948
1984,12,0.039486673247778874
1985,1,0.03532875368007845
1985,2,0.035156249999999944
1985,3,0.03703703703703715
1985,4,0.03685741998060147
1985,5,0.0377176015473887
1985,6,0.03760848601735768
1985,7,0.03554274735830935
1985,8,0.03349282296650718
1985,9,0.0314285714285714
1985,10,0.03228869895536568
1985,11,0.035137701804368496
1985,12,0.03798670465337132
1986,1,0.038862559241706104
1986,2,0.031132075471698085
1986,3,0.022556390977443528
1986,4,0.015902712815715515
1986,5,0.014911463187325336
1986,6,0.017657992565055815
1986,7,0.015769944341372938
1986,8,0.015740740740740767
1986,9,0.01754385964912286
1986,10,0.014719411223551006
1986,11,0.01284403669724776
1986,12,0.010978956999085113
1987,1,0.01459854014598548
1987,2,0.021043000914913058
1987,3,0.030330882352941152
1987,4,0.03775322283609584
1987,5,0.038567493112947555
1987,6,0.0365296803652968
1987,7,0.03926940639269404
1987,8,0.042844120328167756
1987,9,0.04355716878402901
1987,10,0.04533091568449683
1987,11,0.04528985507246377
1987,12,0.04434389140271498
1988,1,0.040467625899280574
1988,2,0.03942652329749109
1988,3,0.039250669045495144
1988,4,0.039041703637976856
1988,5,0.038903625110521714
1988,6,0.039647577092511016
1988,7,0.041300527240773315
1988,8,0.04020979020979016
1988,9,0.041739130434782584
1988,10,0.04249783174327845
1988,11,0.042461005199306685
1988,12,0.044194107452339634
1989,1,0.04667242869490053
1989,2,0.04827586206896547
1989,3,0.04978540772532186
1989,4,0.05123825789923143
1989,5,0.05361702127659572
1989,6,0.05169491525423724
1989,7,0.049789029535865025
1989,8,0.047058823529411715
1989,9,0.04340567612687816
1989,10,0.04492512479201324
1989,11,0.046550290939318444
1989,12,0.046473029045643106
1990,1,0.052023121387283336
1990,2,0.052631578947368474
1990,3,0.05233033524121007
1990,4,0.047116165718927794
1990,5,0.0436187399030694
1990,6,0.0467365028203063
1990,7,0.04823151125401929
1990,8,0.05617977528089888
1990,9,0.06159999999999991
1990,10,0.06289808917197456
1990,11,0.06274821286735509
1990,12,0.06106264869151481
1991,1,0.056514913657770706
1991,2,0.05312500000000009
1991,3,0.04895104895104904
1991,4,0.048875096974398624
1991,5,0.04953560371517033
1991,6,0.0469591993841416
1991,7,0.04447852760736183
1991,8,0.037993920972644375
1991,9,0.03391107761868877
1991,10,0.02921348314606746
1991,11,0.029895366218236172
1991,12,0.030642750373692032
1992,1,0.02600297176820208
1992,2,0.028189910979228357
1992,3,0.03185185185185194
1992,4,0.03180473372781074
1992,5,0.03023598820058993
1992,6,0.03088235294117639
1992,7,0.031571218795888485
1992,8,0.03147877013177168
1992,9,0.02988338192419842
1992,10,0.032023289665211105
1992,11,0.03047895500725681
1992,12,0.0290065264684554
1993,1,0.03258508327299059
1993,2,0.03246753246753247
1993,3,0.03086862885857848
1993,4,0.03225806451612903
1993,5,0.03221188260558339
1993,6,0.02995720399429399
1993,7,0.027758007117437762
1993,8,0.027679205110007137
1993,9,0.02689313517338983
1993,10,0.027503526093088693
1993,11,0.02676056338028177
1993,12,0.02748414376321357
1994,1,0.025245441795231378
1994,2,0.025157232704402475
1994,3,0.025069637883008318
1994,4,0.023611111111111152
1994,5,0.02288488210818316
1994,6,0.024930747922437633
1994,7,0.027700831024930747
1994,8,0.029005524861878372
1994,9,0.029634734665747838
1994,10,0.02608098833218951
1994,11,0.02674897119341548
1994,12,0.02674897119341548
1995,1,0.02804377564979496
1995,2,0.028629856850715864
1995,3,0.028532608695652294
1995,4,0.030529172320217096
1995,5,0.03186440677966094
1995,6,0.030405405405405407
1995,7,0.027628032345013438
1995,8,0.02617449664429534
1995,9,0.025435073627844598
1995,10,0.028093645484949758
1995,11,0.026052104208416874
1995,12,0.025384101536406224
1996,1,0.027278775781769755
1996,2,0.026507620941020542
1996,3,0.0284015852047555
1996,4,0.028966425279789373
1996,5,0.02890932982917218
1996,6,0.027540983606557302
1996,7,0.029508196721311476
1996,8,0.028776978417266223
1996,9,0.030026109660574563
1996,10,0.02992843201041004
1996,11,0.032552083333333336
1996,12,0.033224755700325695
1997,1,0.030440414507771945
1997,2,0.03034215622982562
1997,3,0.02761721258831093
1997,4,0.024952015355086225
1997,5,0.02234993614303959
1997,6,0.022973835354180107
1997,7,0.022292993630573247
1997,8,0.02225047679593134
1997,9,0.02154626108998718
1997,10,0.020846493998736466
1997,11,0.018284993694829797
1997,12,0.017023959646910575
1998,1,0.01571338780641106
1998,2,0.014411027568922378
1998,3,0.013749999999999929
1998,4,0.014357053682896451
1998,5,0.01686445971267968
1998,6,0.01684341859014341
1998,7,0.016822429906541984
1998,8,0.016169154228855686
1998,9,0.014888337468982667
1998,10,0.014851485148514887
1998,11,0.015479876160990712
1998,12,0.016119032858028483
1999,1,0.016707920792079313
1999,2,0.016059295861642953
1999,3,0.017262638717632624
